Date,year,month,day,ozone,AOD,RD
150111,2015,1,11,258.8,0.383,9.02
150116,2015,1,16,257.936,0.709,10.28
150207,2015,2,7,258.633,0.383,9.53
150209,2015,2,9,267.1,0.197,9.71
150210,2015,2,10,261.9,0.29,10.27
150218,2015,2,18,269.833,0.29,10.24
150220,2015,2,20,258.843,0.429,10.15
150221,2015,2,21,254.789,0.383,9.19
150221,2015,2,21,254.789,0.383,9.19
150303,2015,3,3,258.656,0.522,10.14
150312,2015,3,12,258.548,0.429,9.55
150323,2015,3,23,256.211,0.383,10.06
150324,2015,3,24,259.643,0.476,9.37
150327,2015,3,27,251.822,0.476,9.42
150328,2015,3,28,258.548,0.383,10.79
150329,2015,3,29,263.733,0.337,10.37
150330,2015,3,30,252.0,0.383,10.73
150402,2015,4,2,256.144,0.569,9.78
150422,2015,4,22,255.25,1.266,10.28
150428,2015,4,28,247.956,0.383,9.82
150501,2015,5,1,236.633,0.383,10.63
150507,2015,5,7,245.1,0.569,10.44
150509,2015,5,9,250.733,0.569,9.91
150525,2015,5,25,240.867,0.569,9.53
150626,2015,6,26,249.933,0.569,10.59
150706,2015,7,6,261.922,0.615,10.11
150710,2015,7,10,252.367,0.429,9.91
150711,2015,7,11,254.477,0.429,9.94
150712,2015,7,12,254.767,0.476,10.45
150713,2015,7,13,254.233,0.569,10.23
150714,2015,7,14,255.838,0.522,9.96
150715,2015,7,15,252.167,0.522,9.83
150719,2015,7,19,262.633,0.569,10.5
150721,2015,7,21,253.8,0.569,10.5
150723,2015,7,23,250.356,0.615,9.74
150727,2015,7,27,254.477,0.476,10.22
150728,2015,7,28,260.567,0.569,9.74
150729,2015,7,29,255.9,0.662,9.26
150731,2015,7,31,263.6,0.569,9.12
150802,2015,8,2,252.322,0.476,10.63
150804,2015,8,4,263.9,0.569,10.95
150805,2015,8,5,254.767,0.662,9.02
150806,2015,8,6,261.933,0.662,10.08
150807,2015,8,7,265.2,0.569,9.68
150808,2015,8,8,253.144,0.569,10.98
150809,2015,8,9,256.578,0.569,10.2
150810,2015,8,10,248.578,0.569,9.7
150811,2015,8,11,251.8,0.522,10.08
150813,2015,8,13,257.4,0.476,9.7
150818,2015,8,18,255.767,0.569,9.27
150826,2015,8,26,257.544,0.476,9.23
150827,2015,8,27,261.333,0.476,9.38
150829,2015,8,29,262.033,0.337,10.27
150830,2015,8,30,260.078,0.429,10.07
150901,2015,9,1,264.533,0.476,10.65
150903,2015,9,3,264.089,0.476,9.64
150905,2015,9,5,278.9,0.569,9.85
150908,2015,9,8,263.789,0.522,10.02
150928,2015,9,28,270.556,0.429,9.89
151001,2015,10,1,264.733,0.476,9.03
151002,2015,10,2,276.725,0.476,9.92
151011,2015,10,11,254.9,0.429,10.32
151012,2015,10,12,257.056,0.429,10.23
151014,2015,10,14,254.267,0.337,10.18
151015,2015,10,15,269.689,0.29,10.09
